in:Length,in:Height,in:Division,in:Truss type,out:Translation,out:TotalWeight,out:Frequency,img
20,1,8,VIERENDEEL,40.737,2325.589,9.651,20_1_8_VIERENDEEL.png
21,1,8,VIERENDEEL,35.974,2602.181,9.782,21_1_8_VIERENDEEL.png
22,1,8,VIERENDEEL,40.848,2704.227,9.024,22_1_8_VIERENDEEL.png
23,1,8,VIERENDEEL,46.155,2806.273,8.351,23_1_8_VIERENDEEL.png
24,1,8,VIERENDEEL,49.541,2948.351,7.893,24_1_8_VIERENDEEL.png
25,1,8,VIERENDEEL,55.554,3050.397,7.344,25_1_8_VIERENDEEL.png
10,2,8,VIERENDEEL,21.669,1049.913,19.351,10_2_8_VIERENDEEL.png
11,2,8,VIERENDEEL,19.274,1240.844,18.949,11_2_8_VIERENDEEL.png
12,2,8,VIERENDEEL,23.759,1302.888,16.657,12_2_8_VIERENDEEL.png
13,2,8,VIERENDEEL,27.273,1454.734,14.748,13_2_8_VIERENDEEL.png
14,2,8,VIERENDEEL,24.149,1702.391,14.56,14_2_8_VIERENDEEL.png
15,2,8,VIERENDEEL,28.613,1776.409,13.104,15_2_8_VIERENDEEL.png
16,2,8,VIERENDEEL,33.574,1850.425,11.862,16_2_8_VIERENDEEL.png
17,2,8,VIERENDEEL,35.371,2161.534,10.763,17_2_8_VIERENDEEL.png
18,2,8,VIERENDEEL,38.975,2336.317,9.904,18_2_8_VIERENDEEL.png
19,2,8,VIERENDEEL,42.578,2612.935,9.004,19_2_8_VIERENDEEL.png
20,2,8,VIERENDEEL,40.197,2784.796,9,20_2_8_VIERENDEEL.png
21,2,8,VIERENDEEL,45.744,2878.116,8.312,21_2_8_VIERENDEEL.png
22,2,8,VIERENDEEL,40.03,3163.434,8.536,22_2_8_VIERENDEEL.png
23,2,8,VIERENDEEL,44.936,3265.48,7.944,23_2_8_VIERENDEEL.png
24,2,8,VIERENDEEL,50.228,3367.526,7.413,24_2_8_VIERENDEEL.png
25,2,8,VIERENDEEL,51.285,3549.627,7.172,25_2_8_VIERENDEEL.png
10,3,8,VIERENDEEL,23.999,1297.485,16.781,10_3_8_VIERENDEEL.png
11,3,8,VIERENDEEL,28.012,1468.598,14.65,11_3_8_VIERENDEEL.png
12,3,8,VIERENDEEL,28.282,1631.068,13.844,12_3_8_VIERENDEEL.png
13,3,8,VIERENDEEL,30.058,1799.798,12.825,13_3_8_VIERENDEEL.png
14,3,8,VIERENDEEL,34.811,1928.921,11.536,14_3_8_VIERENDEEL.png
15,3,8,VIERENDEEL,34.361,2109.49,11.131,15_3_8_VIERENDEEL.png
16,3,8,VIERENDEEL,38.546,2329.408,10.034,16_3_8_VIERENDEEL.png
17,3,8,VIERENDEEL,42.326,2535.646,9.219,17_3_8_VIERENDEEL.png
18,3,8,VIERENDEEL,48.741,2618.782,8.462,18_3_8_VIERENDEEL.png
19,3,8,VIERENDEEL,50.762,3032.875,7.771,19_3_8_VIERENDEEL.png
20,3,8,VIERENDEEL,57.716,3126.193,7.188,20_3_8_VIERENDEEL.png
21,3,8,VIERENDEEL,41.129,3520.604,8.09,21_3_8_VIERENDEEL.png
22,3,8,VIERENDEEL,46.249,3622.65,7.533,22_3_8_VIERENDEEL.png
23,3,8,VIERENDEEL,51.766,3724.696,7.033,23_3_8_VIERENDEEL.png
24,3,8,VIERENDEEL,57.697,3826.742,6.583,24_3_8_VIERENDEEL.png
25,3,8,VIERENDEEL,64.056,3928.788,6.177,25_3_8_VIERENDEEL.png
10,4,8,VIERENDEEL,28.096,1523.169,14.471,10_4_8_VIERENDEEL.png
11,4,8,VIERENDEEL,33.962,1662.558,12.616,11_4_8_VIERENDEEL.png
12,4,8,VIERENDEEL,34.466,1936.371,11.677,12_4_8_VIERENDEEL.png
13,4,8,VIERENDEEL,35.386,2078.987,11.13,13_4_8_VIERENDEEL.png
14,4,8,VIERENDEEL,42.35,2153.003,10.001,14_4_8_VIERENDEEL.png
15,4,8,VIERENDEEL,38.744,2579.344,9.626,15_4_8_VIERENDEEL.png
16,4,8,VIERENDEEL,45.319,2662.48,8.766,16_4_8_VIERENDEEL.png
17,4,8,VIERENDEEL,50.591,2918.732,7.956,17_4_8_VIERENDEEL.png
18,4,8,VIERENDEEL,55.017,3176.192,7.354,18_4_8_VIERENDEEL.png
19,4,8,VIERENDEEL,62.851,3269.512,6.79,19_4_8_VIERENDEEL.png
20,4,8,VIERENDEEL,55.575,3720.668,6.849,20_4_8_VIERENDEEL.png
21,4,8,VIERENDEEL,47.699,3979.811,7.169,21_4_8_VIERENDEEL.png
22,4,8,VIERENDEEL,53.56,4081.857,6.69,22_4_8_VIERENDEEL.png
23,4,8,VIERENDEEL,59.861,4183.903,6.259,23_4_8_VIERENDEEL.png
24,4,8,VIERENDEEL,66.619,4285.949,5.871,24_4_8_VIERENDEEL.png
25,4,8,VIERENDEEL,73.848,4387.995,5.52,25_4_8_VIERENDEEL.png
10,5,8,VIERENDEEL,34.345,1731.416,12.39,10_5_8_VIERENDEEL.png
11,5,8,VIERENDEEL,33.171,1942.626,11.939,11_5_8_VIERENDEEL.png
12,5,8,VIERENDEEL,38.924,2198.415,10.419,12_5_8_VIERENDEEL.png
13,5,8,VIERENDEEL,40.329,2358.176,9.894,13_5_8_VIERENDEEL.png
14,5,8,VIERENDEEL,46.291,2559.856,8.886,14_5_8_VIERENDEEL.png
15,5,8,VIERENDEEL,53.275,2734.837,8.039,15_5_8_VIERENDEEL.png
16,5,8,VIERENDEEL,49.981,3158.493,7.776,16_5_8_VIERENDEEL.png
17,5,8,VIERENDEEL,57.985,3251.813,7.122,17_5_8_VIERENDEEL.png
18,5,8,VIERENDEEL,63.126,3550.304,6.574,18_5_8_VIERENDEEL.png
19,5,8,VIERENDEEL,59.208,3809.44,6.598,19_5_8_VIERENDEEL.png
20,5,8,VIERENDEEL,63.808,4140.608,6.138,20_5_8_VIERENDEEL.png
21,5,8,VIERENDEEL,72.007,4242.656,5.716,21_5_8_VIERENDEEL.png
22,5,8,VIERENDEEL,61.109,4541.064,6.018,22_5_8_VIERENDEEL.png
23,5,8,VIERENDEEL,68.247,4643.11,5.64,23_5_8_VIERENDEEL.png
24,5,8,VIERENDEEL,75.889,4745.156,5.298,24_5_8_VIERENDEEL.png
25,5,8,VIERENDEEL,84.053,4847.202,4.988,25_5_8_VIERENDEEL.png
10,1,9,VIERENDEEL,12.818,930.634,27.865,10_1_9_VIERENDEEL.png
11,1,9,VIERENDEEL,16.161,992.676,24.035,11_1_9_VIERENDEEL.png
12,1,9,VIERENDEEL,18.894,1124.112,20.931,12_1_9_VIERENDEEL.png
13,1,9,VIERENDEEL,17.775,1332.312,19.915,13_1_9_VIERENDEEL.png
14,1,9,VIERENDEEL,21.421,1406.328,17.674,14_1_9_VIERENDEEL.png
15,1,9,VIERENDEEL,25.529,1480.346,15.795,15_1_9_VIERENDEEL.png
16,1,9,VIERENDEEL,27.172,1745.854,14.173,16_1_9_VIERENDEEL.png
17,1,9,VIERENDEEL,30.638,1879.91,12.905,17_1_9_VIERENDEEL.png
18,1,9,VIERENDEEL,33.406,2146.344,11.619,18_1_9_VIERENDEEL.png
19,1,9,VIERENDEEL,34.462,2283.294,11.124,19_1_9_VIERENDEEL.png
20,1,9,VIERENDEEL,31.298,2551.156,11.121,20_1_9_VIERENDEEL.png
21,1,9,VIERENDEEL,35.675,2653.204,10.234,21_1_9_VIERENDEEL.png
22,1,9,VIERENDEEL,40.451,2755.25,9.449,22_1_9_VIERENDEEL.png
23,1,9,VIERENDEEL,45.644,2857.296,8.752,23_1_9_VIERENDEEL.png
24,1,9,VIERENDEEL,48.829,3003.822,8.281,24_1_9_VIERENDEEL.png
25,1,9,VIERENDEEL,48.441,3328.242,7.953,25_1_9_VIERENDEEL.png
10,2,9,VIERENDEEL,18.246,1202.744,20.868,10_2_9_VIERENDEEL.png
11,2,9,VIERENDEEL,19.216,1302.886,19.524,11_2_9_VIERENDEEL.png
12,2,9,VIERENDEEL,23.018,1413.912,17.135,12_2_9_VIERENDEEL.png
13,2,9,VIERENDEEL,23.772,1623.462,15.806,13_2_9_VIERENDEEL.png
14,2,9,VIERENDEEL,23.858,1776.408,15.106,14_2_9_VIERENDEEL.png
15,2,9,VIERENDEEL,28.176,1850.426,13.627,15_2_9_VIERENDEEL.png
16,2,9,VIERENDEEL,29.813,2161.534,12.328,16_2_9_VIERENDEEL.png
17,2,9,VIERENDEEL,34.596,2244.67,11.24,17_2_9_VIERENDEEL.png
18,2,9,VIERENDEEL,36.157,2612.934,10.262,18_2_9_VIERENDEEL.png
19,2,9,VIERENDEEL,41.38,2706.254,9.437,19_2_9_VIERENDEEL.png
20,2,9,VIERENDEEL,38.412,2886.842,9.504,20_2_9_VIERENDEEL.png
21,2,9,VIERENDEEL,34.532,3163.434,9.641,21_2_9_VIERENDEEL.png
22,2,9,VIERENDEEL,38.855,3265.48,8.959,22_2_9_VIERENDEEL.png
23,2,9,VIERENDEEL,43.522,3367.526,8.349,23_2_9_VIERENDEEL.png
24,2,9,VIERENDEEL,48.546,3469.572,7.801,24_2_9_VIERENDEEL.png
25,2,9,VIERENDEEL,49.152,3660.568,7.573,25_2_9_VIERENDEEL.png
10,3,9,VIERENDEEL,24.589,1372.714,17,10_3_9_VIERENDEEL.png
11,3,9,VIERENDEEL,27.833,1600.848,14.851,11_3_9_VIERENDEEL.png
12,3,9,VIERENDEEL,25.179,1818.844,14.687,12_3_9_VIERENDEEL.png
13,3,9,VIERENDEEL,30.414,1892.862,13.102,13_3_9_VIERENDEEL.png
14,3,9,VIERENDEEL,28.965,2146.498,12.651,14_3_9_VIERENDEEL.png
15,3,9,VIERENDEEL,34.123,2220.516,11.464,15_3_9_VIERENDEEL.png
16,3,9,VIERENDEEL,38.271,2440.434,10.356,16_3_9_VIERENDEEL.png
17,3,9,VIERENDEEL,41.753,2660.35,9.536,17_3_9_VIERENDEEL.png
18,3,9,VIERENDEEL,46.158,2926.784,8.682,18_3_9_VIERENDEEL.png
19,3,9,VIERENDEEL,49.757,3172.854,8.069,19_3_9_VIERENDEEL.png
20,3,9,VIERENDEEL,35.68,3571.626,9.049,20_3_9_VIERENDEEL.png
21,3,9,VIERENDEEL,40.224,3673.674,8.414,21_3_9_VIERENDEEL.png
22,3,9,VIERENDEEL,45.124,3775.72,7.847,22_3_9_VIERENDEEL.png
23,3,9,VIERENDEEL,50.391,3877.766,7.337,23_3_9_VIERENDEEL.png
24,3,9,VIERENDEEL,56.04,3979.812,6.877,24_3_9_VIERENDEEL.png
25,3,9,VIERENDEEL,62.083,4081.858,6.461,25_3_9_VIERENDEEL.png
10,4,9,VIERENDEEL,28.317,1664.294,14.55,10_4_9_VIERENDEEL.png
11,4,9,VIERENDEEL,30.407,1853.288,13.352,11_4_9_VIERENDEEL.png
12,4,9,VIERENDEEL,35.637,2052.834,11.758,12_4_9_VIERENDEEL.png
13,4,9,VIERENDEEL,36.1,2203.072,11.28,13_4_9_VIERENDEEL.png
14,4,9,VIERENDEEL,40.103,2486.392,10.118,14_4_9_VIERENDEEL.png
15,4,9,VIERENDEEL,38.899,2727.378,9.835,15_4_9_VIERENDEEL.png
16,4,9,VIERENDEEL,43.787,2973.446,8.908,16_4_9_VIERENDEEL.png
17,4,9,VIERENDEEL,50.643,3066.766,8.163,17_4_9_VIERENDEEL.png
18,4,9,VIERENDEEL,54.727,3342.464,7.56,18_4_9_VIERENDEEL.png
19,4,9,VIERENDEEL,49.272,3805.26,7.553,19_4_9_VIERENDEEL.png
20,4,9,VIERENDEEL,55.782,3907.306,7.013,20_4_9_VIERENDEEL.png
21,4,9,VIERENDEEL,46.994,4183.904,7.4,21_4_9_VIERENDEEL.png
22,4,9,VIERENDEEL,52.643,4285.95,6.916,22_4_9_VIERENDEEL.png
23,4,9,VIERENDEEL,58.703,4387.996,6.481,23_4_9_VIERENDEEL.png
24,4,9,VIERENDEEL,65.187,4490.042,6.088,24_4_9_VIERENDEEL.png
25,4,9,VIERENDEEL,72.108,4592.088,5.732,25_4_9_VIERENDEEL.png
10,5,9,VIERENDEEL,30.332,1929.25,13.201,10_5_9_VIERENDEEL.png
11,5,9,VIERENDEEL,34.808,2068.008,11.912,11_5_9_VIERENDEEL.png
12,5,9,VIERENDEEL,40.525,2343.994,10.423,12_5_9_VIERENDEEL.png
13,5,9,VIERENDEEL,39.727,2631.826,9.961,13_5_9_VIERENDEEL.png
14,5,9,VIERENDEEL,47.539,2714.962,8.969,14_5_9_VIERENDEEL.png
15,5,9,VIERENDEEL,52.398,3052.896,8.101,15_5_9_VIERENDEEL.png
16,5,9,VIERENDEEL,50.521,3343.536,7.911,16_5_9_VIERENDEEL.png
17,5,9,VIERENDEEL,58.451,3436.856,7.26,17_5_9_VIERENDEEL.png
18,5,9,VIERENDEEL,52.759,3915.234,7.243,18_5_9_VIERENDEEL.png
19,5,9,VIERENDEEL,60.186,4017.28,6.702,19_5_9_VIERENDEEL.png
20,5,9,VIERENDEEL,64.487,4373.906,6.246,20_5_9_VIERENDEEL.png
21,5,9,VIERENDEEL,72.608,4475.954,5.825,21_5_9_VIERENDEEL.png
22,5,9,VIERENDEEL,60.47,4796.18,6.183,22_5_9_VIERENDEEL.png
23,5,9,VIERENDEEL,67.383,4898.226,5.803,23_5_9_VIERENDEEL.png
24,5,9,VIERENDEEL,68.671,5213.75,5.605,24_5_9_VIERENDEEL.png
25,5,9,VIERENDEEL,75.888,5324.692,5.284,25_5_9_VIERENDEEL.png
10,1,10,VIERENDEEL,12.987,961.655,28.705,10_1_10_VIERENDEEL.png
11,1,10,VIERENDEEL,16.326,1023.697,24.822,11_1_10_VIERENDEEL.png
12,1,10,VIERENDEEL,16.639,1251.886,22.32,12_1_10_VIERENDEEL.png
13,1,10,VIERENDEEL,17.961,1369.321,20.59,13_1_10_VIERENDEEL.png
14,1,10,VIERENDEEL,21.602,1443.337,18.303,14_1_10_VIERENDEEL.png
15,1,10,VIERENDEEL,23.148,1704.286,16.348,15_1_10_VIERENDEEL.png
16,1,10,VIERENDEEL,27.284,1787.422,14.722,16_1_10_VIERENDEEL.png
17,1,10,VIERENDEEL,28.799,2099.686,13.298,17_1_10_VIERENDEEL.png
18,1,10,VIERENDEEL,29.69,2240.997,12.719,18_1_10_VIERENDEEL.png
19,1,10,VIERENDEEL,27.602,2500.133,12.56,19_1_10_VIERENDEEL.png
20,1,10,VIERENDEEL,31.606,2602.179,11.525,20_1_10_VIERENDEEL.png
21,1,10,VIERENDEEL,35.987,2704.227,10.613,21_1_10_VIERENDEEL.png
22,1,10,VIERENDEEL,40.762,2806.273,9.806,22_1_10_VIERENDEEL.png
23,1,10,VIERENDEEL,45.951,2908.319,9.089,23_1_10_VIERENDEEL.png
24,1,10,VIERENDEEL,43.749,3272.771,8.848,24_1_10_VIERENDEEL.png
25,1,10,VIERENDEEL,49.935,3403.975,8.14,25_1_10_VIERENDEEL.png
10,2,10,VIERENDEEL,18.546,1260.976,21.27,10_2_10_VIERENDEEL.png
11,2,10,VIERENDEEL,19.357,1364.928,20.006,11_2_10_VIERENDEEL.png
12,2,10,VIERENDEEL,20.608,1570.666,18.129,12_2_10_VIERENDEEL.png
13,2,10,VIERENDEEL,23.993,1689.586,16.224,13_2_10_VIERENDEEL.png
14,2,10,VIERENDEEL,23.872,1850.425,15.571,14_2_10_VIERENDEEL.png
15,2,10,VIERENDEEL,28.122,1924.443,14.075,15_2_10_VIERENDEEL.png
16,2,10,VIERENDEEL,29.665,2244.67,12.758,16_2_10_VIERENDEEL.png
17,2,10,VIERENDEEL,34.347,2327.806,11.653,17_2_10_VIERENDEEL.png
18,2,10,VIERENDEEL,35.792,2706.253,10.657,18_2_10_VIERENDEEL.png
19,2,10,VIERENDEEL,32.932,2895.57,10.769,19_2_10_VIERENDEEL.png
20,2,10,VIERENDEEL,30.275,3163.432,10.805,20_2_10_VIERENDEEL.png
21,2,10,VIERENDEEL,34.172,3265.48,10.024,21_2_10_VIERENDEEL.png
22,2,10,VIERENDEEL,38.383,3367.526,9.327,22_2_10_VIERENDEEL.png
23,2,10,VIERENDEEL,42.921,3469.572,8.702,23_2_10_VIERENDEEL.png
24,2,10,VIERENDEEL,47.799,3571.618,8.139,24_2_10_VIERENDEEL.png
25,2,10,VIERENDEEL,48.123,3771.509,7.923,25_2_10_VIERENDEEL.png
10,3,10,VIERENDEEL,25.233,1447.943,17.18,10_3_10_VIERENDEEL.png
11,3,10,VIERENDEEL,25.247,1775.016,15.609,11_3_10_VIERENDEEL.png
12,3,10,VIERENDEEL,25.663,1911.908,14.915,12_3_10_VIERENDEEL.png
13,3,10,VIERENDEEL,30.914,1985.926,13.336,13_3_10_VIERENDEEL.png
14,3,10,VIERENDEEL,29.123,2257.524,12.934,14_3_10_VIERENDEEL.png
15,3,10,VIERENDEEL,32.953,2468.324,11.656,15_3_10_VIERENDEEL.png
16,3,10,VIERENDEEL,38.361,2551.46,10.632,16_3_10_VIERENDEEL.png
17,3,10,VIERENDEEL,40.167,2958.17,9.715,17_3_10_VIERENDEEL.png
18,3,10,VIERENDEEL,46.031,3051.488,8.944,18_3_10_VIERENDEEL.png
19,3,10,VIERENDEEL,41.679,3478.649,8.888,19_3_10_VIERENDEEL.png
20,3,10,VIERENDEEL,35.451,3724.696,9.335,20_3_10_VIERENDEEL.png
21,3,10,VIERENDEEL,39.89,3826.744,8.692,21_3_10_VIERENDEEL.png
22,3,10,VIERENDEEL,44.666,3928.79,8.117,22_3_10_VIERENDEEL.png
23,3,10,VIERENDEEL,49.791,4030.836,7.6,23_3_10_VIERENDEEL.png
24,3,10,VIERENDEEL,55.278,4132.882,7.133,24_3_10_VIERENDEEL.png
25,3,10,VIERENDEEL,61.139,4234.928,6.709,25_3_10_VIERENDEEL.png
10,4,10,VIERENDEEL,25.506,1843.525,15.343,10_4_10_VIERENDEEL.png
11,4,10,VIERENDEEL,29.9,2095.281,13.347,11_4_10_VIERENDEEL.png
12,4,10,VIERENDEEL,30.59,2253.139,12.727,12_4_10_VIERENDEEL.png
13,4,10,VIERENDEEL,36.905,2327.157,11.403,13_4_10_VIERENDEEL.png
14,4,10,VIERENDEEL,40.919,2618.641,10.251,14_4_10_VIERENDEEL.png
15,4,10,VIERENDEEL,39.294,2875.412,10.01,15_4_10_VIERENDEEL.png
16,4,10,VIERENDEEL,44.21,3121.48,9.085,16_4_10_VIERENDEEL.png
17,4,10,VIERENDEEL,51.023,3214.8,8.34,17_4_10_VIERENDEEL.png
18,4,10,VIERENDEEL,46.53,3665.826,8.261,18_4_10_VIERENDEEL.png
19,4,10,VIERENDEEL,49.827,3991.898,7.693,19_4_10_VIERENDEEL.png
20,4,10,VIERENDEEL,56.304,4093.944,7.153,20_4_10_VIERENDEEL.png
21,4,10,VIERENDEEL,46.818,4387.997,7.597,21_4_10_VIERENDEEL.png
22,4,10,VIERENDEEL,52.351,4490.043,7.11,22_4_10_VIERENDEEL.png
23,4,10,VIERENDEEL,58.275,4592.089,6.672,23_4_10_VIERENDEEL.png
24,4,10,VIERENDEEL,64.601,4694.135,6.275,24_4_10_VIERENDEEL.png
25,4,10,VIERENDEEL,65.672,5018.555,6.053,25_4_10_VIERENDEEL.png
10,5,10,VIERENDEEL,28.776,2119.372,13.592,10_5_10_VIERENDEEL.png
11,5,10,VIERENDEEL,35.823,2242.945,11.855,11_5_10_VIERENDEEL.png
12,5,10,VIERENDEEL,42.078,2489.573,10.423,12_5_10_VIERENDEEL.png
13,5,10,VIERENDEEL,40.905,2786.932,10.016,13_5_10_VIERENDEEL.png
14,5,10,VIERENDEEL,48.824,2870.068,9.037,14_5_10_VIERENDEEL.png
15,5,10,VIERENDEEL,44.001,3435.259,8.772,15_5_10_VIERENDEEL.png
16,5,10,VIERENDEEL,51.261,3528.579,8.024,16_5_10_VIERENDEEL.png
17,5,10,VIERENDEEL,49.738,3770.261,7.926,17_5_10_VIERENDEEL.png
18,5,10,VIERENDEEL,53.854,4123.074,7.327,18_5_10_VIERENDEEL.png
19,5,10,VIERENDEEL,61.314,4225.12,6.79,19_5_10_VIERENDEEL.png
20,5,10,VIERENDEEL,65.408,4607.204,6.336,20_5_10_VIERENDEEL.png
21,5,10,VIERENDEEL,73.514,4709.252,5.917,21_5_10_VIERENDEEL.png
22,5,10,VIERENDEEL,60.407,5051.296,6.322,22_5_10_VIERENDEEL.png
23,5,10,VIERENDEEL,62.085,5357.924,6.087,23_5_10_VIERENDEEL.png
24,5,10,VIERENDEEL,68.768,5468.866,5.732,24_5_10_VIERENDEEL.png
25,5,10,VIERENDEEL,75.873,5579.808,5.409,25_5_10_VIERENDEEL.png
10,1,4,BROWN,9.11,186.178,42.247,10_1_4_BROWN.png
11,1,4,BROWN,11.284,212.84,35.487,11_1_4_BROWN.png
12,1,4,BROWN,12.801,264.658,29.815,12_1_4_BROWN.png
13,1,4,BROWN,13.998,324.846,26.874,13_1_4_BROWN.png
14,1,4,BROWN,16.224,373.384,23.685,14_1_4_BROWN.png
15,1,4,BROWN,18.933,423.272,20.565,15_1_4_BROWN.png
16,1,4,BROWN,20.692,503.274,18.454,16_1_4_BROWN.png
17,1,4,BROWN,23.283,562.108,16.525,17_1_4_BROWN.png
18,1,4,BROWN,24.946,677.898,14.701,18_1_4_BROWN.png
19,1,4,BROWN,26.607095,792.286,13.134,19_1_4_BROWN.png
20,1,4,BROWN,29.038,879.858,12.271,20_1_4_BROWN.png
21,1,4,BROWN,31.774,972.102,11.219,21_1_4_BROWN.png
22,1,4,BROWN,34.604,1095.906,10.291,22_1_4_BROWN.png
23,1,4,BROWN,37.776,1184.064,9.497,23_1_4_BROWN.png
24,1,4,BROWN,41.209,1312.41,8.681,24_1_4_BROWN.png
25,1,4,BROWN,42.844,1500.274,8.079,25_1_4_BROWN.png
10,2,4,BROWN,4.454285,145.108,36.69,10_2_4_BROWN.png
11,2,4,BROWN,4.730036,187.442,33.143,11_2_4_BROWN.png
12,2,4,BROWN,5.198371,220.484,30.541,12_2_4_BROWN.png
13,2,4,BROWN,5.983184,253.65,28.248,13_2_4_BROWN.png
14,2,4,BROWN,6.833478,283.24,24.771,14_2_4_BROWN.png
